Uniprot ID,Gene,Species,TCGA-CancerName,Cancer Type,Impact,Category,Evidence
P24821,TENA,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,high level of TNC as a potential biomarker of CAFs was significantl correlated with the poor prognosis for prostate cancer patients.
P24821,TENA,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,the high expression of TNC could be a useful cancer-associated fibroblasts marker for the prediction of prognosis of breast ductal carcinomapatients.
P21397,AOFA,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,"CAFs could induce prostate cancer cell EMT and invasion through a monoamine oxidase A (MAOA)/mammalian target of rapamycin (mTOR)/hypoxia-inducible factor-1A (HIF-1A) signaling pathway, which exploits reactive oxygen species (ROS) to drive a migratory and aggressive phenotype of prostate carcinoma cells. Moreover, CAFs was able to increase CXC chemokine receptor 4 (CXCR4) and interleukin-6 (IL-6) receptor expression in prostate cancer cells."
P42345,MTOR,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,"CAFs could induce prostate cancer cell EMT and invasion through a monoamine oxidase A (MAOA)/mammalian target of rapamycin (mTOR)/hypoxia-inducible factor-1? (HIF-1?) signaling pathway, which exploits reactive oxygen species (ROS) to drive a migratory and aggressive phenotype of prostate carcinoma cells. Moreover, CAFs was able to increase CXC chemokine receptor 4 (CXCR4) and interleukin-6 (IL-6) receptor expression in prostate cancer cells."
Q16665,HIF1A,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,"CAFs could induce prostate cancer cell EMT and invasion through a monoamine oxidase A (MAOA)/mammalian target of rapamycin (mTOR)/hypoxia-inducible factor-1? (HIF-1?) signaling pathway, which exploits reactive oxygen species (ROS) to drive a migratory and aggressive phenotype of prostate carcinoma cells. Moreover, CAFs was able to increase CXC chemokine receptor 4 (CXCR4) and interleukin-6 (IL-6) receptor expression in prostate cancer cells."
P61073,CXCR4,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,"CAFs could induce prostate cancer cell EMT and invasion through a monoamine oxidase A (MAOA)/mammalian target of rapamycin (mTOR)/hypoxia-inducible factor-1? (HIF-1?) signaling pathway, which exploits reactive oxygen species (ROS) to drive a migratory and aggressive phenotype of prostate carcinoma cells. Moreover, CAFs was able to increase CXC chemokine receptor 4 (CXCR4) and interleukin-6 (IL-6) receptor expression in prostate cancer cells."
P08887,IL6RA,Homo sapiens (Human),PRAD,Prostate cancer,increase,Responsor,"CAFs could induce prostate cancer cell EMT and invasion through a monoamine oxidase A (MAOA)/mammalian target of rapamycin (mTOR)/hypoxia-inducible factor-1? (HIF-1?) signaling pathway, which exploits reactive oxygen species (ROS) to drive a migratory and aggressive phenotype of prostate carcinoma cells. Moreover, CAFs was able to increase CXC chemokine receptor 4 (CXCR4) and interleukin-6 (IL-6) receptor expression in prostate cancer cells."
O00206,TLR4,Homo sapiens (Human),PRAD,Prostate cancer,increase,Regulator,Ligustilide selectively inhibits prostate CAFs by inducing the apoptosis and the cell cycle arrest of CAFs via the TLR4.
P36955,PEDF,Homo sapiens (Human),PRAD,Prostate cancer,decrease,Responsor,CAFs augment lipid storage and amplify centrosomal or non-centrosomal microtubule organizing centers (MTOCs) through a pigment epithelium-derived factor (PEDF)-dependent lipid-MTOC signaling axis.
Q08048,HGF,Mus musculus (Mouse),LIHC,Hepatocellular carcinoma,increase,Responsor,"the presence of a-SMA(+) CAFs correlates with poor clinical outcome. CAFderived HGF regulates liver T-ICs via activation of FRA1 in an Erk1,2-dependent manner.Further functional analysis identifies HEY1 as a direct downstream effector of FRA1. Using the STAMNASH-HCC mouse model, we find that HGF-induced FRA1 activation is associated with the fibrosis-dependent development of HCC. Thus, targeting the CAFderived, HGF-mediated c-Met/FRA1/HEY1 cascade may be a therapeutic strategy for the treatment of HCC."
P15407,FOSL1,Homo sapiens (Human),LIHC,Hepatocellular carcinoma,increase,Responsor,"the presence of a-SMA(+) CAFs correlates with poor clinical outcome. CAFderived HGF regulates liver T-ICs via activation of FRA1 in an Erk1,2-dependent manner.Further functional analysis identifies HEY1 as a direct downstream effector of FRA1. Using the STAMNASH-HCC mouse model, we find that HGF-induced FRA1 activation is associated with the fibrosis-dependent development of HCC. Thus, targeting the CAFderived, HGF-mediated c-Met/FRA1/HEY1 cascade may be a therapeutic strategy for the treatment of HCC."
P48755,FOSL1,Mus musculus (Mouse),LIHC,Hepatocellular carcinoma,increase,Responsor,"the presence of a-SMA(+) CAFs correlates with poor clinical outcome. CAFderived HGF regulates liver T-ICs via activation of FRA1 in an Erk1,2-dependent manner.Further functional analysis identifies HEY1 as a direct downstream effector of FRA1. Using the STAMNASH-HCC mouse model, we find that HGF-induced FRA1 activation is associated with the fibrosis-dependent development of HCC. Thus, targeting the CAFderived, HGF-mediated c-Met/FRA1/HEY1 cascade may be a therapeutic strategy for the treatment of HCC."
P08581,MET,Homo sapiens (Human),LIHC,Hepatocellular carcinoma,increase,Responsor,"the presence of a-SMA(+) CAFs correlates with poor clinical outcome. CAFderived HGF regulates liver T-ICs via activation of FRA1 in an Erk1,2-dependent manner.Further functional analysis identifies HEY1 as a direct downstream effector of FRA1. Using the STAMNASH-HCC mouse model, we find that HGF-induced FRA1 activation is associated with the fibrosis-dependent development of HCC. Thus, targeting the CAFderived, HGF-mediated c-Met/FRA1/HEY1 cascade may be a therapeutic strategy for the treatment of HCC."
Q9Y5J3,HEY1,Homo sapiens (Human),LIHC,Hepatocellular carcinoma,increase,Responsor,"the presence of a-SMA(+) CAFs correlates with poor clinical outcome. CAFderived HGF regulates liver T-ICs via activation of FRA1 in an Erk1,2-dependent manner.Further functional analysis identifies HEY1 as a direct downstream effector of FRA1. Using the STAMNASH-HCC mouse model, we find that HGF-induced FRA1 activation is associated with the fibrosis-dependent development of HCC. Thus, targeting the CAFderived, HGF-mediated c-Met/FRA1/HEY1 cascade may be a therapeutic strategy for the treatment of HCC."
P40261,NNMT,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"High stromal NNMT was also observed in breast and colon cancer stroma, which suggests that NNMT expression is a feature of CAFs in multiple cancer types."
P40261,NNMT,Homo sapiens (Human),COAD,Colon cancer,increase,Responsor,"High stromal NNMT was also observed in breast and colon cancer stroma, which suggests that NNMT expression is a feature of CAFs in multiple cancer types."
A2A863,ITB4,Mus musculus (Mouse),BRCA,Breast cancer,increase,Regulator,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
P16144,ITB4,Homo sapiens (Human),BRCA,Breast cancer,increase,Regulator,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
P23229,ITA6,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
P05412,JUN,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
O60238,BNI3L,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
Q9H492,MLP3A,Homo sapiens (Human),BRCA,Breast cancer,decrease,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
Q9GZQ8,MLP3B,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
O15427,MOT4,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
Q9ULC4,MCTS1,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
O75385,ULK1,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
Q13751,LAMB3,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
Q16787,LAMA3,Homo sapiens (Human),BRCA,Breast cancer,increase,Responsor,"ITGB4-overexpressing TNBC cells provide CAFs with ITGB4 via exosomes. Once ITGB4 is transferred, integrin ?6?4 is displayed on the surface of CAFs. LN5 (laminin-332) in extracellular microenvironment binds to the integrin ?6?4, and then initiates the mitochondrial expression of BNIP3L in CAFs via c-Jun phosphorylation. BNIP3L triggers mitophagy by binding with LC3, which results in the conversion of pyruvate to lactate in the CAFs. The produced lactates are exported from CAFs to extracellular microenvironment through MCT4, and then TNBC cells uptake them through MCT1"
P30530,UFO,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transfer exosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
P31749,AKT1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
P31751,AKT2,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
P49841,GSK3B,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
P35222,CTNB1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
O43623,SNAI2,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
O95863,SNAI1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
P08253,MMP2,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
P14780,MMP9,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"MiR-34a-5p levels were downregulated in CAF-derived exosomes, and CAFs could transferexosomalmiR-34a-5p to OSCC cells.Moreover, miR-34a-5p binds to its direct downstreamtarget AXL to suppress OSCC cell proliferation and metastasis. The miR-34a-5p/AXL axis induced epithelial-mesenchymal transition (EMT) and promoted OSCC progression via the AKT/GSK-3?/?-catenin/Snail signaling cascade. MiR-34a-5p/AXL axis represent a promising therapeutic target to treat OSCC."
P22301,IL10,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Secretion,"CAF-educated cells suppressed T cell proliferation through the production of TGF-? IL-10, and arginase I."
P05089,ARGI1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Secretion,"CAF-educated cells suppressed T cell proliferation through the production of TGF-? IL-10, and arginase I."
P01137,TGFB1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Secretion,"CAF-educated cells suppressed T cell proliferation through the production of TGF-? IL-10, and arginase I."
P34810,CD68,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
P08571,CD14,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
Q86VB7,C163A,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
Q8TD46,MO2R1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
Q6Q8B3,MO2R2,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
P22897,MRC1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
P17693,HLAG,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
P33681,CD80,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
P42081,CD86,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Responsor,"The expression of CD68, CD14, CD163, CD200R, CD206, HLA-G, CD80, and CD86 was higher in CD14-positive cells co-cultured with the culture supernatants of CAFs established from OSCC specimens (CAF-educated cells) than in control cells."
P05089,ARGI1,Homo sapiens (Human),HNSC,Oral squamous cell carcinoma,increase,Secretion,"CAF-educated cells suppressed T cell proliferation through the production of TGF-? IL-10, and arginase I."
P02751,FINC,Homo sapiens (Human),COAD,Colon cancer,increase,Regulator,FN assembly and integrin-?v? expression as new hallmarks of CAFs that promote tumor invasion.
P05106,ITB3,Homo sapiens (Human),COAD,Colon cancer,increase,Regulator,FN assembly and integrin-?v? expression as new hallmarks of CAFs that promote tumor invasion.
P06756,ITAV,Homo sapiens (Human),COAD,Colon cancer,increase,Regulator,FN assembly and integrin-?v? expression as new hallmarks of CAFs that promote tumor invasion.
P04637,P53,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Akt activation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
P04637,P53,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Akt activation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
P05017,IGF1,Mus musculus (Mouse),READ,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
P05017,IGF1,Mus musculus (Mouse),COAD,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
P08069,IGF1R,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
P08069,IGF1R,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
P27986,P85A,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
P27986,P85A,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
O00459,P85B,Homo sapiens (Human),READ,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
O00459,P85B,Homo sapiens (Human),COAD,Colorectal cancer,increase,Regulator,"Preoperative radiotherapy induces DNA double-strand breaks, accumulates p53, and causes cell-cycle arrest in CAF. Soluble factors released by RT-treated CAF, including IGF1, induce IGF1R/InsR phosphorylation, resulting in Aktactivation in cancer cells. The Akt pathway stimulates mTOR and p70S6 kinase involved in protein synthesis and cell growth, and Bad involved in cell survival. IGF1R signaling stimulates early increases in glucose uptake and lactate release, followed by later changes in extracellular glutamine corresponding with enhanced transcription of genes implicated in glutamine metabolism and transport. These signaling events stimulate increased cell number, spread, and multiorgan metastases in vivo."
